country,iso3,year,indicator,indicator_name,value,label
Ethiopia,ETH,2024,SL.GDP.PCAP.EM.KD,GDP per person employed (constant 2021 PPP $),7238.69985388952,"Productividad laboral (PIB por ocupado, US$ const) [8.2]"
Germany,DEU,2015,SL.GDP.PCAP.EM.KD,GDP per person employed (constant 2021 PPP $),119748.70616342,"Productividad laboral (PIB por ocupado, US$ const) [8.2]"
Germany,DEU,2016,SL.GDP.PCAP.EM.KD,GDP per person employed (constant 2021 PPP $),120645.770589928,"Productividad laboral (PIB por ocupado, US$ const) [8.2]"
Germany,DEU,2017,SL.GDP.PCAP.EM.KD,GDP per person employed (constant 2021 PPP $),122727.06192775,"Productividad laboral (PIB por ocupado, US$ const) [8.2]"
Germany,DEU,2018,SL.GDP.PCAP.EM.KD,GDP per person employed (constant 2021 PPP $),122961.684269832,"Productividad laboral (PIB por ocupado, US$ const) [8.2]"
Germany,DEU,2019,SL.GDP.PCAP.EM.KD,GDP per person employed (constant 2021 PPP $),122853.413462313,"Productividad laboral (PIB por ocupado, US$ const) [8.2]"
Germany,DEU,2020,SL.GDP.PCAP.EM.KD,GDP per person employed (constant 2021 PPP $),120369.546822349,"Productividad laboral (PIB por ocupado, US$ const) [8.2]"
Germany,DEU,2021,SL.GDP.PCAP.EM.KD,GDP per person employed (constant 2021 PPP $),124673.857586199,"Productividad laboral (PIB por ocupado, US$ const) [8.2]"
Germany,DEU,2022,SL.GDP.PCAP.EM.KD,GDP per person employed (constant 2021 PPP $),123843.525940905,"Productividad laboral (PIB por ocupado, US$ const) [8.2]"
Germany,DEU,2023,SL.GDP.PCAP.EM.KD,GDP per person employed (constant 2021 PPP $),122921.349247199,"Productividad laboral (PIB por ocupado, US$ const) [8.2]"
Germany,DEU,2024,SL.GDP.PCAP.EM.KD,GDP per person employed (constant 2021 PPP $),124097.367911067,"Productividad laboral (PIB por ocupado, US$ const) [8.2]"
Haiti,HTI,2015,SL.GDP.PCAP.EM.KD,GDP per person employed (constant 2021 PPP $),9163.24681824218,"Productividad laboral (PIB por ocupado, US$ const) [8.2]"
Haiti,HTI,2016,SL.GDP.PCAP.EM.KD,GDP per person employed (constant 2021 PPP $),9159.9090474138,"Productividad laboral (PIB por ocupado, US$ const) [8.2]"
Haiti,HTI,2017,SL.GDP.PCAP.EM.KD,GDP per person employed (constant 2021 PPP $),9211.79051871121,"Productividad laboral (PIB por ocupado, US$ const) [8.2]"
Haiti,HTI,2018,SL.GDP.PCAP.EM.KD,GDP per person employed (constant 2021 PPP $),9193.58474923548,"Productividad laboral (PIB por ocupado, US$ const) [8.2]"
Haiti,HTI,2019,SL.GDP.PCAP.EM.KD,GDP per person employed (constant 2021 PPP $),8909.63687270068,"Productividad laboral (PIB por ocupado, US$ const) [8.2]"
Haiti,HTI,2020,SL.GDP.PCAP.EM.KD,GDP per person employed (constant 2021 PPP $),8699.14819770781,"Productividad laboral (PIB por ocupado, US$ const) [8.2]"
Haiti,HTI,2021,SL.GDP.PCAP.EM.KD,GDP per person employed (constant 2021 PPP $),8337.02973516574,"Productividad laboral (PIB por ocupado, US$ const) [8.2]"
Haiti,HTI,2022,SL.GDP.PCAP.EM.KD,GDP per person employed (constant 2021 PPP $),8017.11070422785,"Productividad laboral (PIB por ocupado, US$ const) [8.2]"
Haiti,HTI,2023,SL.GDP.PCAP.EM.KD,GDP per person employed (constant 2021 PPP $),7743.76542689374,"Productividad laboral (PIB por ocupado, US$ const) [8.2]"
Haiti,HTI,2024,SL.GDP.PCAP.EM.KD,GDP per person employed (constant 2021 PPP $),7349.98763700832,"Productividad laboral (PIB por ocupado, US$ const) [8.2]"
Japan,JPN,2015,SL.GDP.PCAP.EM.KD,GDP per person employed (constant 2021 PPP $),86597.7821013644,"Productividad laboral (PIB por ocupado, US$ const) [8.2]"
Japan,JPN,2016,SL.GDP.PCAP.EM.KD,GDP per person employed (constant 2021 PPP $),86240.9099959869,"Productividad laboral (PIB por ocupado, US$ const) [8.2]"
Japan,JPN,2017,SL.GDP.PCAP.EM.KD,GDP per person employed (constant 2021 PPP $),86700.1536098057,"Productividad laboral (PIB por ocupado, US$ const) [8.2]"
Japan,JPN,2018,SL.GDP.PCAP.EM.KD,GDP per person employed (constant 2021 PPP $),85516.8962465425,"Productividad laboral (PIB por ocupado, US$ const) [8.2]"
Japan,JPN,2019,SL.GDP.PCAP.EM.KD,GDP per person employed (constant 2021 PPP $),84299.252416948,"Productividad laboral (PIB por ocupado, US$ const) [8.2]"
Japan,JPN,2020,SL.GDP.PCAP.EM.KD,GDP per person employed (constant 2021 PPP $),81349.2692847553,"Productividad laboral (PIB por ocupado, US$ const) [8.2]"
Japan,JPN,2021,SL.GDP.PCAP.EM.KD,GDP per person employed (constant 2021 PPP $),83541.4465066509,"Productividad laboral (PIB por ocupado, US$ const) [8.2]"
Japan,JPN,2022,SL.GDP.PCAP.EM.KD,GDP per person employed (constant 2021 PPP $),83816.257416506,"Productividad laboral (PIB por ocupado, US$ const) [8.2]"
Japan,JPN,2023,SL.GDP.PCAP.EM.KD,GDP per person employed (constant 2021 PPP $),84722.5218987574,"Productividad laboral (PIB por ocupado, US$ const) [8.2]"
Japan,JPN,2024,SL.GDP.PCAP.EM.KD,GDP per person employed (constant 2021 PPP $),84535.0324929323,"Productividad laboral (PIB por ocupado, US$ const) [8.2]"
Mexico,MEX,2015,SL.GDP.PCAP.EM.KD,GDP per person employed (constant 2021 PPP $),51302.9423619896,"Productividad laboral (PIB por ocupado, US$ const) [8.2]"
Mexico,MEX,2016,SL.GDP.PCAP.EM.KD,GDP per person employed (constant 2021 PPP $),51285.0581958195,"Productividad laboral (PIB por ocupado, US$ const) [8.2]"
Mexico,MEX,2017,SL.GDP.PCAP.EM.KD,GDP per person employed (constant 2021 PPP $),51419.0082648418,"Productividad laboral (PIB por ocupado, US$ const) [8.2]"
Mexico,MEX,2018,SL.GDP.PCAP.EM.KD,GDP per person employed (constant 2021 PPP $),51377.9719490278,"Productividad laboral (PIB por ocupado, US$ const) [8.2]"
Mexico,MEX,2019,SL.GDP.PCAP.EM.KD,GDP per person employed (constant 2021 PPP $),49950.118135227,"Productividad laboral (PIB por ocupado, US$ const) [8.2]"
Mexico,MEX,2020,SL.GDP.PCAP.EM.KD,GDP per person employed (constant 2021 PPP $),49432.4171176253,"Productividad laboral (PIB por ocupado, US$ const) [8.2]"
Mexico,MEX,2021,SL.GDP.PCAP.EM.KD,GDP per person employed (constant 2021 PPP $),48605.8099800835,"Productividad laboral (PIB por ocupado, US$ const) [8.2]"
Mexico,MEX,2022,SL.GDP.PCAP.EM.KD,GDP per person employed (constant 2021 PPP $),48577.374232981,"Productividad laboral (PIB por ocupado, US$ const) [8.2]"
Mexico,MEX,2023,SL.GDP.PCAP.EM.KD,GDP per person employed (constant 2021 PPP $),48596.642522115,"Productividad laboral (PIB por ocupado, US$ const) [8.2]"
Mexico,MEX,2024,SL.GDP.PCAP.EM.KD,GDP per person employed (constant 2021 PPP $),48617.1410727246,"Productividad laboral (PIB por ocupado, US$ const) [8.2]"
Peru,PER,2015,SL.GDP.PCAP.EM.KD,GDP per person employed (constant 2021 PPP $),27324.0204631898,"Productividad laboral (PIB por ocupado, US$ const) [8.2]"
Peru,PER,2016,SL.GDP.PCAP.EM.KD,GDP per person employed (constant 2021 PPP $),28238.2276063213,"Productividad laboral (PIB por ocupado, US$ const) [8.2]"
Peru,PER,2017,SL.GDP.PCAP.EM.KD,GDP per person employed (constant 2021 PPP $),27778.8029554607,"Productividad laboral (PIB por ocupado, US$ const) [8.2]"
Peru,PER,2018,SL.GDP.PCAP.EM.KD,GDP per person employed (constant 2021 PPP $),28058.8626972207,"Productividad laboral (PIB por ocupado, US$ const) [8.2]"
Peru,PER,2019,SL.GDP.PCAP.EM.KD,GDP per person employed (constant 2021 PPP $),27921.3330115687,"Productividad laboral (PIB por ocupado, US$ const) [8.2]"
Peru,PER,2020,SL.GDP.PCAP.EM.KD,GDP per person employed (constant 2021 PPP $),28555.7457858585,"Productividad laboral (PIB por ocupado, US$ const) [8.2]"
Peru,PER,2021,SL.GDP.PCAP.EM.KD,GDP per person employed (constant 2021 PPP $),29901.9512596231,"Productividad laboral (PIB por ocupado, US$ const) [8.2]"
Peru,PER,2022,SL.GDP.PCAP.EM.KD,GDP per person employed (constant 2021 PPP $),28882.582585299,"Productividad laboral (PIB por ocupado, US$ const) [8.2]"
Peru,PER,2023,SL.GDP.PCAP.EM.KD,GDP per person employed (constant 2021 PPP $),29314.091082651,"Productividad laboral (PIB por ocupado, US$ const) [8.2]"
Peru,PER,2024,SL.GDP.PCAP.EM.KD,GDP per person employed (constant 2021 PPP $),29765.976466038,"Productividad laboral (PIB por ocupado, US$ const) [8.2]"
United States,USA,2015,SL.GDP.PCAP.EM.KD,GDP per person employed (constant 2021 PPP $),135038.955151717,"Productividad laboral (PIB por ocupado, US$ const) [8.2]"
United States,USA,2016,SL.GDP.PCAP.EM.KD,GDP per person employed (constant 2021 PPP $),135265.257755882,"Productividad laboral (PIB por ocupado, US$ const) [8.2]"
United States,USA,2017,SL.GDP.PCAP.EM.KD,GDP per person employed (constant 2021 PPP $),136420.185574135,"Productividad laboral (PIB por ocupado, US$ const) [8.2]"
United States,USA,2018,SL.GDP.PCAP.EM.KD,GDP per person employed (constant 2021 PPP $),138621.235994569,"Productividad laboral (PIB por ocupado, US$ const) [8.2]"
United States,USA,2019,SL.GDP.PCAP.EM.KD,GDP per person employed (constant 2021 PPP $),140255.892055835,"Productividad laboral (PIB por ocupado, US$ const) [8.2]"
United States,USA,2020,SL.GDP.PCAP.EM.KD,GDP per person employed (constant 2021 PPP $),145799.895375942,"Productividad laboral (PIB por ocupado, US$ const) [8.2]"
United States,USA,2021,SL.GDP.PCAP.EM.KD,GDP per person employed (constant 2021 PPP $),149654.666813837,"Productividad laboral (PIB por ocupado, US$ const) [8.2]"
United States,USA,2022,SL.GDP.PCAP.EM.KD,GDP per person employed (constant 2021 PPP $),148651.6235516,"Productividad laboral (PIB por ocupado, US$ const) [8.2]"
United States,USA,2023,SL.GDP.PCAP.EM.KD,GDP per person employed (constant 2021 PPP $),150436.445058087,"Productividad laboral (PIB por ocupado, US$ const) [8.2]"
United States,USA,2024,SL.GDP.PCAP.EM.KD,GDP per person employed (constant 2021 PPP $),153724.510471246,"Productividad laboral (PIB por ocupado, US$ const) [8.2]"
Argentina,ARG,2015,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",7.579,Desempleo total (% fuerza laboral) [8.5]
Argentina,ARG,2016,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",8.085,Desempleo total (% fuerza laboral) [8.5]
Argentina,ARG,2017,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",8.347,Desempleo total (% fuerza laboral) [8.5]
Argentina,ARG,2018,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",9.22,Desempleo total (% fuerza laboral) [8.5]
Argentina,ARG,2019,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",9.843,Desempleo total (% fuerza laboral) [8.5]
Argentina,ARG,2020,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",11.461,Desempleo total (% fuerza laboral) [8.5]
Argentina,ARG,2021,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",8.736,Desempleo total (% fuerza laboral) [8.5]
Argentina,ARG,2022,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",6.805,Desempleo total (% fuerza laboral) [8.5]
Argentina,ARG,2023,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",6.139,Desempleo total (% fuerza laboral) [8.5]
Argentina,ARG,2024,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",7.876,Desempleo total (% fuerza laboral) [8.5]
Bangladesh,BGD,2015,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",4.396,Desempleo total (% fuerza laboral) [8.5]
Bangladesh,BGD,2016,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",4.35,Desempleo total (% fuerza laboral) [8.5]
Bangladesh,BGD,2017,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",4.372,Desempleo total (% fuerza laboral) [8.5]
Bangladesh,BGD,2018,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",4.407,Desempleo total (% fuerza laboral) [8.5]
Bangladesh,BGD,2019,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",4.441,Desempleo total (% fuerza laboral) [8.5]
Bangladesh,BGD,2020,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",5.436,Desempleo total (% fuerza laboral) [8.5]
Bangladesh,BGD,2021,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",5.327,Desempleo total (% fuerza laboral) [8.5]
Bangladesh,BGD,2022,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",4.593,Desempleo total (% fuerza laboral) [8.5]
Bangladesh,BGD,2023,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",4.454,Desempleo total (% fuerza laboral) [8.5]
Bangladesh,BGD,2024,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",4.68,Desempleo total (% fuerza laboral) [8.5]
Brazil,BRA,2015,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",8.538,Desempleo total (% fuerza laboral) [8.5]
Brazil,BRA,2016,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",11.58,Desempleo total (% fuerza laboral) [8.5]
Brazil,BRA,2017,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",12.792,Desempleo total (% fuerza laboral) [8.5]
Brazil,BRA,2018,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",12.329,Desempleo total (% fuerza laboral) [8.5]
Brazil,BRA,2019,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",11.936,Desempleo total (% fuerza laboral) [8.5]
Brazil,BRA,2020,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",13.697,Desempleo total (% fuerza laboral) [8.5]
Brazil,BRA,2021,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",13.158,Desempleo total (% fuerza laboral) [8.5]
Brazil,BRA,2022,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",9.231,Desempleo total (% fuerza laboral) [8.5]
Brazil,BRA,2023,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",7.947,Desempleo total (% fuerza laboral) [8.5]
Brazil,BRA,2024,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",7.634,Desempleo total (% fuerza laboral) [8.5]
Chile,CHL,2015,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",6.313,Desempleo total (% fuerza laboral) [8.5]
Chile,CHL,2016,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",6.673,Desempleo total (% fuerza laboral) [8.5]
Chile,CHL,2017,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",7.257,Desempleo total (% fuerza laboral) [8.5]
Chile,CHL,2018,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",7.623,Desempleo total (% fuerza laboral) [8.5]
Chile,CHL,2019,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",7.493,Desempleo total (% fuerza laboral) [8.5]
Chile,CHL,2020,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",10.934,Desempleo total (% fuerza laboral) [8.5]
Chile,CHL,2021,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",9.281,Desempleo total (% fuerza laboral) [8.5]
Chile,CHL,2022,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",8.249,Desempleo total (% fuerza laboral) [8.5]
Chile,CHL,2023,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",9.013,Desempleo total (% fuerza laboral) [8.5]
Chile,CHL,2024,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",9.056,Desempleo total (% fuerza laboral) [8.5]
Colombia,COL,2015,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",8.572,Desempleo total (% fuerza laboral) [8.5]
Colombia,COL,2016,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",8.922,Desempleo total (% fuerza laboral) [8.5]
Colombia,COL,2017,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",9.086,Desempleo total (% fuerza laboral) [8.5]
Colombia,COL,2018,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",9.36,Desempleo total (% fuerza laboral) [8.5]
Colombia,COL,2019,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",10.28,Desempleo total (% fuerza laboral) [8.5]
Colombia,COL,2020,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",15.983,Desempleo total (% fuerza laboral) [8.5]
Colombia,COL,2021,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",13.898,Desempleo total (% fuerza laboral) [8.5]
Colombia,COL,2022,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",10.547,Desempleo total (% fuerza laboral) [8.5]
Colombia,COL,2023,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",9.594,Desempleo total (% fuerza laboral) [8.5]
Colombia,COL,2024,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",9.608,Desempleo total (% fuerza laboral) [8.5]
Ethiopia,ETH,2015,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2.443,Desempleo total (% fuerza laboral) [8.5]
Ethiopia,ETH,2016,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2.554,Desempleo total (% fuerza laboral) [8.5]
Ethiopia,ETH,2017,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2.662,Desempleo total (% fuerza laboral) [8.5]
Ethiopia,ETH,2018,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2.802,Desempleo total (% fuerza laboral) [8.5]
Ethiopia,ETH,2019,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2.917,Desempleo total (% fuerza laboral) [8.5]
Ethiopia,ETH,2020,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",3.994,Desempleo total (% fuerza laboral) [8.5]
Ethiopia,ETH,2021,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",3.935,Desempleo total (% fuerza laboral) [8.5]
Ethiopia,ETH,2022,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",3.409,Desempleo total (% fuerza laboral) [8.5]
Ethiopia,ETH,2023,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",3.402,Desempleo total (% fuerza laboral) [8.5]
Ethiopia,ETH,2024,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",3.398,Desempleo total (% fuerza laboral) [8.5]
Germany,DEU,2015,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",4.612,Desempleo total (% fuerza laboral) [8.5]
Germany,DEU,2016,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",4.104,Desempleo total (% fuerza laboral) [8.5]
Germany,DEU,2017,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",3.781,Desempleo total (% fuerza laboral) [8.5]
Germany,DEU,2018,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",3.384,Desempleo total (% fuerza laboral) [8.5]
Germany,DEU,2019,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",3.163,Desempleo total (% fuerza laboral) [8.5]
Germany,DEU,2020,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",3.881,Desempleo total (% fuerza laboral) [8.5]
Germany,DEU,2021,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",3.594,Desempleo total (% fuerza laboral) [8.5]
Germany,DEU,2022,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",3.12,Desempleo total (% fuerza laboral) [8.5]
Germany,DEU,2023,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",3.068,Desempleo total (% fuerza laboral) [8.5]
Germany,DEU,2024,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",3.406,Desempleo total (% fuerza laboral) [8.5]
Haiti,HTI,2015,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",13.724,Desempleo total (% fuerza laboral) [8.5]
Haiti,HTI,2016,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",13.852,Desempleo total (% fuerza laboral) [8.5]
Haiti,HTI,2017,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",13.881,Desempleo total (% fuerza laboral) [8.5]
Haiti,HTI,2018,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",13.878,Desempleo total (% fuerza laboral) [8.5]
Haiti,HTI,2019,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",14.057,Desempleo total (% fuerza laboral) [8.5]
Haiti,HTI,2020,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",15.546,Desempleo total (% fuerza laboral) [8.5]
Haiti,HTI,2021,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",15.28,Desempleo total (% fuerza laboral) [8.5]
Haiti,HTI,2022,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",14.635,Desempleo total (% fuerza laboral) [8.5]
Haiti,HTI,2023,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",14.556,Desempleo total (% fuerza laboral) [8.5]
Haiti,HTI,2024,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",15.058,Desempleo total (% fuerza laboral) [8.5]
Japan,JPN,2015,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",3.385,Desempleo total (% fuerza laboral) [8.5]
Japan,JPN,2016,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",3.132,Desempleo total (% fuerza laboral) [8.5]
Japan,JPN,2017,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2.822,Desempleo total (% fuerza laboral) [8.5]
Japan,JPN,2018,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2.467,Desempleo total (% fuerza laboral) [8.5]
Japan,JPN,2019,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2.351,Desempleo total (% fuerza laboral) [8.5]
Japan,JPN,2020,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2.809,Desempleo total (% fuerza laboral) [8.5]
Japan,JPN,2021,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2.828,Desempleo total (% fuerza laboral) [8.5]
Japan,JPN,2022,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2.6,Desempleo total (% fuerza laboral) [8.5]
Japan,JPN,2023,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2.6,Desempleo total (% fuerza laboral) [8.5]
Japan,JPN,2024,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2.563,Desempleo total (% fuerza laboral) [8.5]
Mexico,MEX,2015,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",4.311,Desempleo total (% fuerza laboral) [8.5]
Mexico,MEX,2016,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",3.853,Desempleo total (% fuerza laboral) [8.5]
Mexico,MEX,2017,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",3.419,Desempleo total (% fuerza laboral) [8.5]
Mexico,MEX,2018,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",3.275,Desempleo total (% fuerza laboral) [8.5]
Mexico,MEX,2019,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",3.477,Desempleo total (% fuerza laboral) [8.5]
Mexico,MEX,2020,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",4.44,Desempleo total (% fuerza laboral) [8.5]
Mexico,MEX,2021,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",4.019,Desempleo total (% fuerza laboral) [8.5]
Mexico,MEX,2022,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",3.256,Desempleo total (% fuerza laboral) [8.5]
Mexico,MEX,2023,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2.765,Desempleo total (% fuerza laboral) [8.5]
Mexico,MEX,2024,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2.711,Desempleo total (% fuerza laboral) [8.5]
Peru,PER,2015,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",3.272,Desempleo total (% fuerza laboral) [8.5]
Peru,PER,2016,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",3.741,Desempleo total (% fuerza laboral) [8.5]
Peru,PER,2017,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",3.691,Desempleo total (% fuerza laboral) [8.5]
Peru,PER,2018,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",3.492,Desempleo total (% fuerza laboral) [8.5]
Peru,PER,2019,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",3.379,Desempleo total (% fuerza laboral) [8.5]
Peru,PER,2020,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",7.179,Desempleo total (% fuerza laboral) [8.5]
Peru,PER,2021,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",5.097,Desempleo total (% fuerza laboral) [8.5]
